1.0000 , 0.0000 , 0.0000 , 0.0000 , 1.0000 , 0.0000 , 0.0000 , 0.0000 , 0.00
1.0000 , -0.0029 , -0.0082 , 0.0003 , 1.0000 , -0.0000 , 0.0000 , -0.0000 , 1.00
0.9997 , 0.0001 , 0.0223 , -0.0027 , 1.0000 , -0.0000 , 0.0000 , -0.0000 , 2.00
0.9995 , 0.0042 , -0.0275 , -0.0168 , 1.0000 , -0.0001 , 0.0001 , -0.0000 , 3.00
0.9996 , 0.0004 , 0.0067 , -0.0270 , 1.0000 , -0.0002 , 0.0001 , -0.0000 , 4.00
0.9996 , -0.0002 , 0.0056 , -0.0291 , 1.0000 , -0.0003 , 0.0001 , -0.0000 , 5.00
0.9995 , 0.0013 , -0.0089 , -0.0295 , 1.0000 , -0.0003 , 0.0002 , -0.0001 , 6.00
0.9995 , -0.0028 , 0.0036 , -0.0297 , 1.0000 , -0.0004 , 0.0002 , -0.0001 , 7.00
0.9996 , 0.0017 , 0.0038 , -0.0283 , 1.0000 , -0.0005 , 0.0002 , -0.0001 , 8.00
0.9996 , -0.0041 , -0.0037 , -0.0278 , 1.0000 , -0.0006 , 0.0002 , -0.0001 , 9.00
0.9996 , -0.0020 , -0.0033 , -0.0281 , 1.0000 , -0.0006 , 0.0001 , -0.0002 , 10.00
0.9997 , -0.0004 , 0.0075 , -0.0234 , 1.0000 , -0.0007 , 0.0001 , -0.0002 , 11.00
0.9995 , 0.0126 , -0.0024 , -0.0275 , 1.0000 , -0.0007 , 0.0001 , -0.0002 , 12.00
0.9996 , 0.0046 , -0.0074 , -0.0285 , 1.0000 , -0.0008 , 0.0001 , -0.0003 , 13.00
0.9997 , -0.0064 , 0.0020 , -0.0243 , 1.0000 , -0.0008 , 0.0001 , -0.0003 , 14.00
0.9996 , -0.0056 , 0.0001 , -0.0260 , 1.0000 , -0.0008 , 0.0001 , -0.0003 , 15.00
0.9997 , 0.0009 , 0.0011 , -0.0238 , 1.0000 , -0.0008 , 0.0000 , -0.0004 , 16.00
0.9996 , -0.0091 , 0.0011 , -0.0253 , 1.0000 , -0.0007 , 0.0000 , -0.0004 , 17.00
0.9994 , 0.0108 , 0.0094 , -0.0330 , 1.0000 , -0.0007 , 0.0000 , -0.0004 , 18.00
0.9995 , -0.0100 , 0.0066 , -0.0308 , 1.0000 , -0.0007 , 0.0000 , -0.0005 , 19.00
0.9994 , -0.0070 , 0.0050 , -0.0321 , 1.0000 , -0.0007 , 0.0001 , -0.0005 , 20.00
0.9992 , 0.0068 , -0.0102 , -0.0381 , 1.0000 , -0.0006 , 0.0001 , -0.0006 , 21.00
0.9995 , -0.0020 , -0.0019 , -0.0328 , 1.0000 , -0.0006 , 0.0001 , -0.0006 , 22.00
0.9996 , 0.0065 , -0.0041 , -0.0275 , 1.0000 , -0.0005 , 0.0001 , -0.0007 , 23.00
0.9995 , -0.0001 , 0.0054 , -0.0296 , 1.0000 , -0.0005 , 0.0002 , -0.0007 , 24.00
0.9995 , 0.0000 , 0.0041 , -0.0303 , 1.0000 , -0.0004 , 0.0002 , -0.0007 , 25.00
0.9992 , 0.0021 , -0.0135 , -0.0366 , 1.0000 , -0.0004 , 0.0002 , -0.0008 , 26.00
0.9994 , -0.0033 , 0.0146 , -0.0302 , 1.0000 , -0.0004 , 0.0003 , -0.0008 , 27.00
0.9989 , 0.0002 , -0.0071 , -0.0459 , 1.0000 , -0.0003 , 0.0003 , -0.0009 , 28.00
0.9991 , 0.0026 , 0.0084 , -0.0419 , 1.0000 , -0.0003 , 0.0004 , -0.0009 , 29.00
0.9989 , 0.0053 , 0.0086 , -0.0450 , 1.0000 , -0.0002 , 0.0004 , -0.0010 , 30.00
0.9988 , -0.0091 , -0.0041 , -0.0471 , 1.0000 , -0.0002 , 0.0004 , -0.0010 , 31.00
0.9984 , 0.0085 , 0.0056 , -0.0564 , 1.0000 , -0.0002 , 0.0004 , -0.0010 , 32.00
0.9978 , -0.0073 , 0.0058 , -0.0649 , 1.0000 , -0.0001 , 0.0005 , -0.0011 , 33.00
0.9983 , 0.0021 , -0.0143 , -0.0572 , 1.0000 , -0.0001 , 0.0005 , -0.0011 , 34.00
0.9983 , 0.0030 , -0.0140 , -0.0563 , 1.0000 , -0.0001 , 0.0005 , -0.0011 , 35.00
0.9984 , 0.0081 , 0.0004 , -0.0555 , 1.0000 , -0.0001 , 0.0005 , -0.0012 , 36.00
0.9974 , -0.0091 , 0.0009 , -0.0710 , 1.0000 , -0.0000 , 0.0005 , -0.0012 , 37.00
0.9970 , 0.0081 , -0.0027 , -0.0763 , 1.0000 , -0.0000 , 0.0005 , -0.0013 , 38.00
0.9976 , 0.0028 , -0.0114 , -0.0682 , 1.0000 , -0.0000 , 0.0005 , -0.0013 , 39.00
0.9976 , 0.0025 , -0.0088 , -0.0690 , 1.0000 , -0.0000 , 0.0005 , -0.0013 , 40.00
0.9978 , -0.0121 , 0.0031 , -0.0650 , 1.0000 , 0.0000 , 0.0005 , -0.0013 , 41.00
0.9977 , 0.0094 , 0.0048 , -0.0671 , 1.0000 , 0.0000 , 0.0005 , -0.0014 , 42.00
0.9978 , -0.0044 , -0.0048 , -0.0661 , 1.0000 , 0.0000 , 0.0005 , -0.0014 , 43.00
0.9976 , 0.0118 , 0.0064 , -0.0683 , 1.0000 , 0.0000 , 0.0004 , -0.0014 , 44.00
0.9975 , 0.0097 , 0.0056 , -0.0700 , 1.0000 , 0.0000 , 0.0004 , -0.0015 , 45.00
0.9979 , -0.0116 , -0.0046 , -0.0630 , 1.0000 , 0.0000 , 0.0004 , -0.0015 , 46.00
0.9985 , 0.0091 , 0.0083 , -0.0526 , 1.0000 , 0.0000 , 0.0004 , -0.0015 , 47.00
0.9984 , 0.0005 , 0.0003 , -0.0563 , 1.0000 , 0.0000 , 0.0003 , -0.0015 , 48.00
0.9983 , 0.0147 , -0.0185 , -0.0531 , 1.0000 , 0.0000 , 0.0003 , -0.0016 , 49.00
0.9984 , 0.0108 , -0.0162 , -0.0538 , 1.0000 , 0.0000 , 0.0003 , -0.0016 , 50.00
0.9992 , -0.0119 , -0.0023 , -0.0372 , 1.0000 , 0.0000 , 0.0003 , -0.0016 , 51.00
0.9997 , 0.0084 , -0.0073 , -0.0206 , 1.0000 , 0.0000 , 0.0002 , -0.0016 , 52.00
0.9997 , -0.0006 , 0.0021 , -0.0231 , 1.0000 , 0.0000 , 0.0002 , -0.0016 , 53.00
0.9997 , 0.0058 , 0.0087 , -0.0208 , 1.0000 , 0.0000 , 0.0002 , -0.0017 , 54.00
0.9998 , 0.0022 , 0.0067 , -0.0183 , 1.0000 , 0.0000 , 0.0002 , -0.0017 , 55.00
0.9998 , 0.0060 , -0.0151 , -0.0143 , 1.0000 , -0.0000 , 0.0001 , -0.0017 , 56.00
0.9999 , -0.0028 , 0.0132 , -0.0073 , 1.0000 , -0.0000 , 0.0001 , -0.0017 , 57.00
0.9996 , -0.0060 , -0.0158 , -0.0204 , 1.0000 , -0.0000 , 0.0001 , -0.0017 , 58.00
0.9992 , -0.0051 , 0.0250 , -0.0296 , 1.0000 , -0.0000 , 0.0001 , -0.0018 , 59.00
0.9993 , -0.0029 , 0.0213 , -0.0310 , 1.0000 , -0.0000 , 0.0000 , -0.0018 , 60.00
0.9984 , 0.0010 , -0.0242 , -0.0517 , 1.0000 , -0.0000 , 0.0000 , -0.0018 , 61.00
0.9998 , -0.0086 , 0.0123 , -0.0155 , 1.0000 , -0.0001 , 0.0000 , -0.0018 , 62.00
0.9997 , 0.0153 , 0.0065 , -0.0160 , 1.0000 , -0.0001 , -0.0000 , -0.0018 , 63.00
0.9986 , -0.0160 , 0.0063 , -0.0498 , 1.0000 , -0.0001 , -0.0000 , -0.0019 , 64.00
0.9986 , -0.0107 , 0.0036 , -0.0521 , 1.0000 , -0.0001 , -0.0000 , -0.0019 , 65.00
0.9985 , -0.0068 , -0.0117 , -0.0521 , 1.0000 , -0.0001 , -0.0000 , -0.0019 , 66.00
0.9988 , -0.0027 , -0.0027 , -0.0493 , 1.0000 , -0.0001 , -0.0001 , -0.0019 , 67.00
0.9988 , -0.0068 , -0.0009 , -0.0493 , 1.0000 , -0.0001 , -0.0001 , -0.0019 , 68.00
